Items,DMG Price,DMPG Price,Rarity,Sane Price,Stat Block,Type,XGE Price
Blade Of Avernus,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/blade-of-avernus,Weapons,Priceless
Cloak Of Many Fashions,50-100,90,Common,, https://www.dndbeyond.com/magic-items/cloak-of-many-fashions,Wondrous Items: Shoulders,20-70
Wand Of Binding,501-5000,"2,500",Rare,"10,000", https://www.dndbeyond.com/magic-items/wand-of-binding,Wands,2000-20000
Mabaran Ebony Focus,50-100,,Common,, https://www.dndbeyond.com/magic-items/mabaran-ebony-focus,Wondrous Items,20-70
Spell Scroll (Level 4),501-5000,800,Rare,320, https://www.dndbeyond.com/magic-items/spell-scroll,Spell Scrolls,2000-20000
Far Realm Shard,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/far-realm-shard,Wondrous Items,2000-20000
Book Of Exalted Deeds,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/book-of-exalted-deeds,Wondrous Items,Priceless
Gavel Of The Venn Rune,501-5000,"2,800",Rare,, https://www.dndbeyond.com/magic-items/gavel-of-the-venn-rune,Wondrous Items,2000-20000
Ring Of Resistance,501-5000,"3,500",Rare,"6,000", https://www.dndbeyond.com/magic-items/ring-of-resistance,Rings,2000-20000
Wheel Of Wind And Water,101-500,350,Uncommon,, https://www.dndbeyond.com/magic-items/wheel-of-wind-and-water,Wondrous Items,100-600
Staff Of Withering,501-5000,"2,100",Rare,"3,000", https://www.dndbeyond.com/magic-items/staff-of-withering,Staffs,2000-20000
Wave,50001+,,Legendary,, https://www.dndbeyond.com/magic-items/wave,Weapons,50000-300000
Protective Verses,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/protective-verses,Wondrous Items,2000-20000
Lost Crown Of Besilmer,50001+,"23,000",Legendary,, https://www.dndbeyond.com/magic-items/lost-crown-of-besilmer,Wondrous Items: Head,50000-300000
Breathing Bubble,50-100,50,Common,, https://www.dndbeyond.com/magic-items/breathing-bubble,Wondrous Item,20-70
Figurine of Wondrous Power (Ebony Fly),501-5000,"3,600",Rare,"6,000", https://www.dndbeyond.com/magic-items/figurine-of-wondrous-power,Wondrous Items,2000-20000
Horn Of Valhalla (Bronze),5001-50000,"20,000",Very Rare,"11,200", https://www.dndbeyond.com/magic-items/horn-of-valhalla,Wondrous Items,20000-50000
Hat Of Disguise,101-500,475,Uncommon,"5,000", https://www.dndbeyond.com/magic-items/hat-of-disguise,Wondrous Items: Head,100-600
Mask Of The Beast,101-500,200,Uncommon,, https://www.dndbeyond.com/magic-items/mask-of-the-beast,Wondrous Items: Eyes,100-600
Medallion Of Thoughts,101-500,300,Uncommon,"3,000", https://www.dndbeyond.com/magic-items/medallion-of-thoughts,Wondrous Items: Neck,100-600
Cloak Of Arachnida,5001-50000,"14,000",Very Rare,"5,000", https://www.dndbeyond.com/magic-items/cloak-of-arachnida,Wondrous Items: Shoulders,20000-50000
Potion Of Giant Strength (Hill),101-500,125,Uncommon,, https://www.dndbeyond.com/magic-items/potion-of-giant-strength,Potions & Oils,100-600
Guild Keyrune (Azorius),501-5000,"1,000",Rare,, https://www.dndbeyond.com/magic-items/guild-keyrune,Wondrous Items,2000-20000
Deck Of Illusions,101-500,450,Uncommon,"6,120", https://www.dndbeyond.com/magic-items/deck-of-illusions,Wondrous Items,100-600
Saddle Of The Cavalier,101-500,250,Uncommon,"2,000", https://www.dndbeyond.com/magic-items/saddle-of-the-cavalier,Wondrous Items,100-600
Ioun Stone Of Natural Knowledge,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/ioun-stone-of-natural-knowledge,Wondrous Items,2000-20000
Devotee's Censer,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/devotees-censer,Weapons,2000-20000
Inquisitives Goggles,101-500,,Uncommon,, https://www.dndbeyond.com/magic-items/inquisitives-goggles,Wondrous Items,100-600
Manual Of Golems,5001-50000,"22,000",Very Rare,, https://www.dndbeyond.com/magic-items/manual-of-golems,Wondrous Items,20000-50000
Staff Of The Python,101-500,250,Uncommon,"2,000", https://www.dndbeyond.com/magic-items/staff-of-the-python,Staffs,100-600
"Mithral Half Plate, +1",501-5000,,Rare,, https://www.dndbeyond.com/magic-items/mithral-half-plate-1,Armor,2000-20000
Sentinel Shield,101-500,300,Uncommon,"20,000", https://www.dndbeyond.com/magic-items/sentinel-shield,Shields,100-600
Belashyrras Beholder Crown,50001+,"51,000",Legendary,, https://www.dndbeyond.com/magic-items/belashyrras-beholder-crown,Wondrous Items,50000-300000
Travel Alchemical Kit,101-500,,Uncommon,, https://www.dndbeyond.com/magic-items/travel-alchemical-kit,Wondrous Items,100-600
Rod Of Lordly Might,50001+,"70,000",Legendary,"28,000", https://www.dndbeyond.com/magic-items/rod-of-lordly-might,Rods,50000-300000
Plate Armor Of Etherealness,50001+,"60,000",Legendary,"48,000", https://www.dndbeyond.com/magic-items/plate-armor-of-etherealness,Armor,50000-300000
Quaals Feather Token (Fan),501-5000,"1,000",Rare,250, https://www.dndbeyond.com/magic-items/quaals-feather-token,Wondrous Items,2000-20000
Sovereign Glue,50001+,"5,000",Legendary,400, https://www.dndbeyond.com/magic-items/sovereign-glue,Wondrous Items,50000-300000
Ioun Stone (Absorption),5001-50000,"20,000",Very Rare,"2,400", https://www.dndbeyond.com/magic-items/ioun-stone,Wondrous Items: Head,20000-50000
Candle Of The Deep,50-100,50,Common,, https://www.dndbeyond.com/magic-items/candle-of-the-deep,Wondrous Items,20-70
Shadowfell Brand Tattoo,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/shadowfell-brand-tattoo,Wondrous Items,2000-20000
"Spell Gem (Star Ruby, Level 7)",50001+,"35,000",Legendary,, https://www.dndbeyond.com/magic-items/spell-gem-star-ruby,Spell Gems,50000-300000
Night Caller,101-500,350,Uncommon,, https://www.dndbeyond.com/magic-items/night-caller,Wondrous Items,100-600
Ring Of Free Action,501-5000,"4,500",Rare,"20,000", https://www.dndbeyond.com/magic-items/ring-of-free-action,Rings,2000-20000
Eyes Of Charming,101-500,300,Uncommon,"3,000", https://www.dndbeyond.com/magic-items/eyes-of-charming,Wondrous Items: Eyes,100-600
Nine Lives Stealer (Fully Charged) (any sword),5001-50000,"36,000",Very Rare,"8,000", https://www.dndbeyond.com/magic-items/nine-lives-stealer,Weapons,20000-50000
Dragon Slayer (any sword),501-5000,"5,000",Rare,"8,000", https://www.dndbeyond.com/magic-items/dragon-slayer,Weapons,2000-20000
Figurine of Wondrous Power (Marble Elephant),501-5000,"5,000",Rare,"6,000", https://www.dndbeyond.com/magic-items/figurine-of-wondrous-power,Wondrous Items,2000-20000
Pot Of Awakening,50-100,85,Common,, https://www.dndbeyond.com/magic-items/pot-of-awakening,Wondrous Items,20-70
Feather Of Diatryma Summoning,501-5000,600,Rare,, https://www.dndbeyond.com/magic-items/feather-of-diatryma-summoning,Wondrous Items,2000-20000
"Khrusor, Spear of Heliod",Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/khrusor-spear-of-heliod,Weapons,Priceless
Lamannian Oak Focus,50-100,,Common,, https://www.dndbeyond.com/magic-items/lamannian-oak-focus,Wondrous Items,20-70
Ring Of The Ram,501-5000,"4,000",Rare,"5,000", https://www.dndbeyond.com/magic-items/ring-of-the-ram,Rings,2000-20000
Shield Of Far Sight,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/shield-of-far-sight,Shields,2000-20000
Reincarnation Dust,5001-50000,"3,500",Very Rare,, https://www.dndbeyond.com/magic-items/reincarnation-dust,Wondrous Item,20000-50000
Iron Bands Of Binding,501-5000,"2,600",Rare,"4,000", https://www.dndbeyond.com/magic-items/iron-bands-of-binding,Wondrous Items,2000-20000
Mace of the Black Crown,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/mace-of-the-black-crown,Weapons,Priceless
Orrery Of The Wanderer,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/orrery-of-the-wanderer,Wondrous Items,Priceless
Mizzium Apparatus,101-500,500,Uncommon,, https://www.dndbeyond.com/magic-items/mizzium-apparatus,Wondrous Items: Body,100-600
"Mithral Armor (medium or heavy, not hide)",101-500,+450,Uncommon,800, https://www.dndbeyond.com/magic-items/mithral-armor,Armor,100-600
Spell Scroll (Level 6),5001-50000,"2,000",Very Rare,"1,280", https://www.dndbeyond.com/magic-items/spell-scroll,Spell Scrolls,20000-50000
Peregrine Mask,5001-50000,"6,000",Very Rare,, https://www.dndbeyond.com/magic-items/peregrine-mask,Wondrous Items: Head,20000-50000
Staff Of Thunder And Lightning,5001-50000,"30,000",Very Rare,"10,000", https://www.dndbeyond.com/magic-items/staff-of-thunder-and-lightning,Staffs,20000-50000
Deck Of Many Things,50001+,"200,000",Legendary,, https://www.dndbeyond.com/magic-items/deck-of-many-things,Wondrous Items,50000-300000
Staff Of Charming,501-5000,"1,750",Rare,"12,000", https://www.dndbeyond.com/magic-items/staff-of-charming,Staffs,2000-20000
Staff of Dunamancy,5001-50000,"27,000",Very Rare,, https://www.dndbeyond.com/magic-items/staff-of-dunamancy,Staffs,20000-50000
Portable Hole,501-5000,"5,000",Rare,"8,000", https://www.dndbeyond.com/magic-items/portable-hole,Wondrous Items,2000-20000
Potion Of Giant Strength (Fire),501-5000,"1,200",Rare,, https://www.dndbeyond.com/magic-items/potion-of-giant-strength,Potions & Oils,2000-20000
Gauntlets Of Ogre Power,101-500,450,Uncommon,"8,000", https://www.dndbeyond.com/magic-items/gauntlets-of-ogre-power,Wondrous Items: Hands,100-600
Boomerang +2,101-500,,Uncommon,, https://www.dndbeyond.com/magic-items/boomerang-2,Weapons,100-600
Immovable Rod,101-500,500,Uncommon,"5,000", https://www.dndbeyond.com/magic-items/immovable-rod,Rods,100-600
Prosthetic Limb,50-100,100,Common,, https://www.dndbeyond.com/magic-items/prosthetic-limb,Wondrous Item,20-70
Glamerweave,Varies,,Varies,, https://www.dndbeyond.com/magic-items/glamerweave,Wondrous Items,Varies
Potion Of Mind Control (Monster),5001-50000,"6,000",Very Rare,, https://www.dndbeyond.com/magic-items/potion-of-mind-control,Potions & Oils,20000-50000
Occultant Abacus,Varies,,Varies,, https://www.dndbeyond.com/magic-items/occultant-abacus,Wondrous Items,Varies
Dawnbringer (longsword),50001+,"57,000",Legendary,, https://www.dndbeyond.com/magic-items/dawnbringer,Weapons,50000-300000
Dust of Deliciousness,101-500,150,Uncommon,, https://www.dndbeyond.com/magic-items/dust-of-deliciousness,Wondrous Item,100-600
Potion Of Watchful Rest,50-100,,Common,, https://www.dndbeyond.com/magic-items/potion-of-watchful-rest,Potions & Oils,20-70
Opal Of The Ild Rune,501-5000,"3,500",Rare,, https://www.dndbeyond.com/magic-items/opal-of-the-ild-rune,Wondrous Items,2000-20000
Professor Orb,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/professor-orb,Wondrous Items,2000-20000
Korolnor Scepter,50001+,"63,000",Legendary,, https://www.dndbeyond.com/magic-items/korolnor-scepter,Weapons,50000-300000
Wand Sheath,50-100,75,Common,, https://www.dndbeyond.com/magic-items/wand-sheath,Wondrous Items,20-70
Helm of the Gods,501-5000,"1,200",Rare,, https://www.dndbeyond.com/magic-items/helm-of-the-gods,Wondrous Items,2000-20000
Everbright Lantern,50-100,100,Common,, https://www.dndbeyond.com/magic-items/everbright-lantern,Wondrous Items,20-70
Potion Of Longevity,5001-50000,"3,000",Very Rare,"9,000", https://www.dndbeyond.com/magic-items/potion-of-longevity,Potions & Oils,20000-50000
Masquerade Tattoo,50-100,,Common,, https://www.dndbeyond.com/magic-items/masquerade-tattoo,Wondrous Items,20-70
Rod Of The Pact Keeper +2,501-5000,"4,000",Rare,"16,000", https://www.dndbeyond.com/magic-items/rod-of-the-pact-keeper,Rods,2000-20000
Pole Of Angling,50-100,50,Common,, https://www.dndbeyond.com/magic-items/pole-of-angling,Wondrous Items,20-70
Sword Of Vengeance (any sword),101-500,400,Uncommon,, https://www.dndbeyond.com/magic-items/sword-of-vengeance,Weapons,100-600
Staff Of Birdcalls,50-100,70,Common,, https://www.dndbeyond.com/magic-items/staff-of-birdcalls,Staffs,20-70
Devastation Orb (Water),5001-50000,"9,500",Very Rare,, https://www.dndbeyond.com/magic-items/devastation-orb,Wondrous Items,20000-50000
Revenant Double-Bladed Scimitar,50-100,,Common,, https://www.dndbeyond.com/magic-items/revenant-double-bladed-scimitar,Weapons,20-70
Shield Of The Hidden Lord,50001+,"86,000",Legendary,, https://www.dndbeyond.com/magic-items/shield-of-the-hidden-lord,Armor,50000-300000
Figurine of Wondrous Power (Obsidian Steed),5001-50000,"28,500",Very Rare,"128,000", https://www.dndbeyond.com/magic-items/figurine-of-wondrous-power,Wondrous Items,20000-50000
Crystalline Chronicle,5001-50000,,Very Rare,, https://www.dndbeyond.com/magic-items/crystalline-chronicle,Wondrous Items,20000-50000
Wand Of Lightning Bolts,501-5000,"4,800",Rare,"32,000", https://www.dndbeyond.com/magic-items/wand-of-lightning-bolts,Wands,2000-20000
Hat Of Vermin,50-100,65,Common,, https://www.dndbeyond.com/magic-items/hat-of-vermin,Wondrous Items: Head,20-70
Galder's Bubble Pipe,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/galders-bubble-pipe,Wondrous Items,2000-20000
Ring Of Warmth,101-500,480,Uncommon,"1,000", https://www.dndbeyond.com/magic-items/ring-of-warmth,Rings,100-600
Elemental Gem,101-500,250,Uncommon,960, https://www.dndbeyond.com/magic-items/elemental-gem,Wondrous Items,100-600
Ioun Stone Of Religious Knowledge,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/ioun-stone-of-religious-knowledge,Wondrous Items,2000-20000
Guild Keyrune (Simic),101-500,500,Uncommon,, https://www.dndbeyond.com/magic-items/guild-keyrune,Wondrous Items,100-600
Powered Armor,50001+,,Legendary,, https://www.dndbeyond.com/magic-items/powered-armor,Armor,50000-300000
Lantern of Tracking,50-100,,Common,, https://www.dndbeyond.com/magic-items/lantern-of-tracking,Wondrous Items,20-70
Lash of Shadows,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/lash-of-shadows,Weapons,Priceless
Ioun Stone (Leadership),5001-50000,"8,000",Very Rare,"3,000", https://www.dndbeyond.com/magic-items/ioun-stone,Wondrous Items: Head,20000-50000
Deck Of Several Things,50001+,,Legendary,, https://www.dndbeyond.com/magic-items/deck-of-several-things,Wondrous Items,50000-300000
Stonespeaker Crystal,501-5000,"4,600",Rare,, https://www.dndbeyond.com/magic-items/stonespeaker-crystal,Wondrous Items,2000-20000
Clothes Of Mending,50-100,50,Common,, https://www.dndbeyond.com/magic-items/clothes-of-mending,Wondrous Items: Body,20-70
Ioun Stone Of Language Knowledge,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/ioun-stone-of-language-knowledge,Wondrous Items,2000-20000
Circlet Of Human Perfection,101-500,,Uncommon,, https://www.dndbeyond.com/magic-items/circlet-of-human-perfection,Wondrous Items,100-600
Wand Sheath,50-100,75,Common,, https://www.dndbeyond.com/magic-items/wand-sheath,Wondrous Items,20-70
Arcane Grimoire,Varies,,Varies,, https://www.dndbeyond.com/magic-items/arcane-grimoire,Wondrous Items,Varies
Hell Hound Cloak,501-5000,"1,700",Rare,, https://www.dndbeyond.com/magic-items/hell-hound-cloak,Wondrous Items: Shoulders,2000-20000
Cleansing Stone,50-100,50,Common,, https://www.dndbeyond.com/magic-items/cleansing-stone,Wondrous Items,20-70
Windvane,50001+,"68,000",Legendary,, https://www.dndbeyond.com/magic-items/windvane,Weapons,50000-300000
Boots Of Elvenkind,101-500,400,Uncommon,"2,500", https://www.dndbeyond.com/magic-items/boots-of-elvenkind,Wondrous Items: Feet,100-600
The Bloody End,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/the-bloody-end,Weapons,Priceless
Helm Of Telepathy,101-500,300,Uncommon,"12,000", https://www.dndbeyond.com/magic-items/helm-of-telepathy,Wondrous Items: Head,100-600
Staff Of Adornment,50-100,50,Common,, https://www.dndbeyond.com/magic-items/staff-of-adornment,Staffs,20-70
Rod Of Security,5001-50000,"45,000",Very Rare,"90,000", https://www.dndbeyond.com/magic-items/rod-of-security,Rods,20000-50000
Mind Carapace Armor,101-500,,Uncommon,, https://www.dndbeyond.com/magic-items/mind-carapace-armor,Armor,100-600
Amulet Of Protection From Turning,501-5000,"3,600",Rare,, https://www.dndbeyond.com/magic-items/amulet-of-protection-from-turning,Wondrous Items: Neck,2000-20000
Hellfire Weapon,101-500,500,Uncommon,, https://www.dndbeyond.com/magic-items/hellfire-weapon,Weapons,100-600
Robe Of Serpents,101-500,375,Uncommon,, https://www.dndbeyond.com/magic-items/robe-of-serpents,Wondrous Items: Body,100-600
Weird Tank,501-5000,"2,200",Rare,, https://www.dndbeyond.com/magic-items/weird-tank,Wondrous Items,2000-20000
Libram of Souls and Flesh,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/libram-of-souls-and-flesh,Wondrous Items,2000-20000
"Yklwa, +3",5001-50000,,Very Rare,, https://www.dndbeyond.com/magic-items/yklwa-3,Weapons,20000-50000
Sphere Of Annihilation,50001+,"200,000",Legendary,"15,000", https://www.dndbeyond.com/magic-items/sphere-of-annihilation,Wondrous Items,50000-300000
Xorian Wenge Focus,50-100,,Common,, https://www.dndbeyond.com/magic-items/xorian-wenge-focus,Wondrous Items,20-70
Spider Staff,501-5000,"1,750",Rare,, https://www.dndbeyond.com/magic-items/spider-staff,Staffs,2000-20000
Skyblinder Staff,101-500,375,Uncommon,, https://www.dndbeyond.com/magic-items/skyblinder-staff,Staffs,100-600
Decanter Of Endless Water,101-500,300,Uncommon,"135,000", https://www.dndbeyond.com/magic-items/decanter-of-endless-water,Wondrous Items,100-600
Cap Of Water Breathing,101-500,450,Uncommon,"1,000", https://www.dndbeyond.com/magic-items/cap-of-water-breathing,Wondrous Items: Head,100-600
Piwafwi (Cloak Of Elvenkind),101-500,200,Uncommon,, https://www.dndbeyond.com/magic-items/piwafwi-cloak-of-elvenkind,Wondrous Items: Shoulders,100-600
Bag Of Tricks,101-500,350,Uncommon,, https://www.dndbeyond.com/magic-items/bag-of-tricks,Wondrous Items,100-600
Periapt Of Wound Closure,101-500,375,Uncommon,"5,000", https://www.dndbeyond.com/magic-items/periapt-of-wound-closure,Wondrous Items: Neck,100-600
Ring Of Shooting Stars,5001-50000,"20,000",Very Rare,"14,000", https://www.dndbeyond.com/magic-items/ring-of-shooting-stars,Rings,20000-50000
Figurine of Wondrous Power (Onyx Dog),501-5000,"3,200",Rare,"3,000", https://www.dndbeyond.com/magic-items/figurine-of-wondrous-power,Wondrous Items,2000-20000
Staff Of Striking,5001-50000,"36,000",Very Rare,"21,000", https://www.dndbeyond.com/magic-items/staff-of-striking,Staffs,20000-50000
Hand Of Vecna,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/hand-of-vecna,Wondrous Items,Priceless
Risian Pine Focus,50-100,,Common,, https://www.dndbeyond.com/magic-items/risian-pine-focus,Wondrous Items,20-70
Bottled Breath,101-500,350,Uncommon,, https://www.dndbeyond.com/magic-items/bottled-breath,Potions & Oils,100-600
Javelin Of Backbiting,5001-50000,"6,500",Very Rare,, https://www.dndbeyond.com/magic-items/javelin-of-backbiting,Weapons,20000-50000
Figurine of Wondrous Power (Ivory Goats - Terror),501-5000,"5,000",Rare,"20,000", https://www.dndbeyond.com/magic-items/figurine-of-wondrous-power,Wondrous Items,2000-20000
Living Armor,5001-50000,"9,500",Very Rare,, https://www.dndbeyond.com/magic-items/living-armor,Armor,20000-50000
Oathbow (longbow),5001-50000,"13,000",Very Rare,"3,500", https://www.dndbeyond.com/magic-items/oathbow,Weapons,20000-50000
Figurine of Wondrous Power (Ivory Goats - Travelling),501-5000,"5,000",Rare,"1,000", https://www.dndbeyond.com/magic-items/figurine-of-wondrous-power,Wondrous Items,2000-20000
Storm Spire,50001+,,Legendary,, https://www.dndbeyond.com/magic-items/storm-spire,Wondrous Items,50000-300000
Blade of Broken Mirrors,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/blade-of-broken-mirrors,Weapons,Priceless
Saint Markovia's Thighbone,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/saint-markovias-thighbone,Weapons,2000-20000
Staff Of Frost,5001-50000,"18,000",Very Rare,"26,000", https://www.dndbeyond.com/magic-items/staff-of-frost,Staffs,20000-50000
Gloves Of Thievery,101-500,300,Uncommon,"5,000", https://www.dndbeyond.com/magic-items/gloves-of-thievery,Wondrous Items: Hands,100-600
Failed Experiment Wand,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/failed-experiment-wand,Wands,2000-20000
Tankard Of Plenty,50-100,,Common,, https://www.dndbeyond.com/magic-items/tankard-of-plenty,Wondrous Items,20-70
Hammer Of Thunderbolts (maul),50001+,"51,000",Legendary,"16,000", https://www.dndbeyond.com/magic-items/hammer-of-thunderbolts,Weapons,50000-300000
Robe Of The Archmagi,50001+,"75,000",Legendary,"34,000", https://www.dndbeyond.com/magic-items/robe-of-the-archmagi,Wondrous Items: Body,50000-300000
Ammunition +2 (Ea),501-5000,250,Rare,100, https://www.dndbeyond.com/magic-items/ammunition-2,Ammunition,2000-20000
Ghost Step Tattoo,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/ghost-step-tattoo,Wondrous Items,2000-20000
Wand Of Winter,501-5000,"4,100",Rare,, https://www.dndbeyond.com/magic-items/wand-of-winter,Wands,2000-20000
Will of the Talon,Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/will-of-the-talon,Weapons,Priceless
Many-Handed Pouch,Varies,,Varies,, https://www.dndbeyond.com/magic-items/many-handed-pouch,Wondrous Items,Varies
Spell Scroll (Level 7),5001-50000,"3,500",Very Rare,"2,560", https://www.dndbeyond.com/magic-items/spell-scroll,Spell Scrolls,20000-50000
Candle Of Invocation,5001-50000,"8,400",Very Rare,, https://www.dndbeyond.com/magic-items/candle-of-invocation,Wondrous Items,20000-50000
"Ephixis, Bow of Nylea",Priceless,,Artifact,, https://www.dndbeyond.com/magic-items/ephixis-bow-of-nylea,Weapons,Priceless
Azuredge (battleaxe),50001+,"53,000",Legendary,, https://www.dndbeyond.com/magic-items/azuredge,Weapons,50000-300000
Sending Stones,101-500,500,Uncommon,"2,000", https://www.dndbeyond.com/magic-items/sending-stones,Wondrous Items,100-600
Everbright Lantern,50-100,100,Common,, https://www.dndbeyond.com/magic-items/everbright-lantern,Wondrous Items,20-70
Necklace Of Prayer Beads (Favor),501-5000,"5,000",Rare,"32,000", https://www.dndbeyond.com/magic-items/necklace-of-prayer-beads,Wondrous Items: Neck,2000-20000
Thermal Cube,50-100,,Common,, https://www.dndbeyond.com/magic-items/thermal-cube,Wondrous Items,20-70
Guild Keyrune (Rakdos),101-500,400,Uncommon,, https://www.dndbeyond.com/magic-items/guild-keyrune,Wondrous Items,100-600
Wand Of Wonder,501-5000,"2,250",Rare,, https://www.dndbeyond.com/magic-items/wand-of-wonder,Wands,2000-20000
Bracelet Of Rock Magic,5001-50000,"9,000",Very Rare,, https://www.dndbeyond.com/magic-items/bracelet-of-rock-magic,Wondrous Items: Arms & Wrists,20000-50000
Ironfang (war pick),50001+,"76,000",Legendary,, https://www.dndbeyond.com/magic-items/ironfang,Weapons,50000-300000
Irian Rosewood Focus,50-100,,Common,, https://www.dndbeyond.com/magic-items/irian-rosewood-focus,Wondrous Items,20-70
Pressure Capsule,50-100,25,Common,, https://www.dndbeyond.com/magic-items/pressure-capsule,Wondrous Items,20-70
Potion Of Healing (Greater),101-500,300,Uncommon,150, https://www.dndbeyond.com/magic-items/potion-of-healing,Potions & Oils,100-600
Paper Bird,101-500,350,Uncommon,, https://www.dndbeyond.com/magic-items/paper-bird,Wondrous Items,100-600
Rod of Retribution,101-500,250,Uncommon,, https://www.dndbeyond.com/magic-items/rod-of-retribution,Rods,100-600
Ioun Stone (Reserve),501-5000,"4,500",Rare,"6,000", https://www.dndbeyond.com/magic-items/ioun-stone,Wondrous Items: Head,2000-20000
Heart Weaver's Primer,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/heart-weavers-primer,Wondrous Items,2000-20000
Helm Of Underwater Action,101-500,500,Uncommon,, https://www.dndbeyond.com/magic-items/helm-of-underwater-action,Wondrous Items,100-600
Blade Of The Medusa,5001-50000,,Very Rare,, https://www.dndbeyond.com/magic-items/blade-of-the-medusa,Weapons,20000-50000
Guild Charms,101-500,450,Uncommon,, https://www.dndbeyond.com/sources/ggtr/treasures#GuildCharms,Wondrous Items,100-600
Xorian Wenge Focus,50-100,,Common,, https://www.dndbeyond.com/magic-items/xorian-wenge-focus,Wondrous Items,20-70
Winged Boots,101-500,"5,000",Uncommon,"8,000", https://www.dndbeyond.com/magic-items/winged-boots,Wondrous Items: Feet,100-600
Drown (trident),50001+,"66,000",Legendary,, https://www.dndbeyond.com/magic-items/drown,Weapons,50000-300000
Prosthetic Limb,50-100,100,Common,, https://www.dndbeyond.com/magic-items/prosthetic-limb,Wondrous Items,20-70
Spellwrought Tattoo,Varies,,Varies,, https://www.dndbeyond.com/magic-items/spellwrought-tattoo,Wondrous Items,Varies
Ring Of Truth Telling,101-500,150,Uncommon,, https://www.dndbeyond.com/magic-items/ring-of-truth-telling,Rings,100-600
Timepiece Of Travel,5001-50000,"8,000",Very Rare,, https://www.dndbeyond.com/magic-items/timepiece-of-travel,Wondrous Items,20000-50000
Dodecahedron Of Doom,501-5000,,Rare,, https://www.dndbeyond.com/magic-items/dodecahedron-of-doom,Wondrous Items,2000-20000
Pipes Of Haunting,101-500,300,Uncommon,"6,000", https://www.dndbeyond.com/magic-items/pipes-of-haunting,Wondrous Items,100-600
Boots Of False Tracks,50-100,60,Common,, https://www.dndbeyond.com/magic-items/boots-of-false-tracks,Wondrous Items: Feet,20-70
Boots Of The Winterlands,101-500,300,Uncommon,"10,000", https://www.dndbeyond.com/magic-items/boots-of-the-winterlands,Wondrous Items: Feet,100-600
Goggles of Object Reading,101-500,350,Uncommon,, https://www.dndbeyond.com/magic-items/goggles-of-object-reading,Wondrous Item,100-600
Daern's Instant Fortress,501-5000,"5,000",Rare,"75,000", https://www.dndbeyond.com/magic-items/daerns-instant-fortress,Wondrous Items,2000-20000
Abracadabrus,5001-50000,,Very Rare,, https://www.dndbeyond.com/magic-items/abracadabrus,Wondrous Items,20000-50000
Ring Of X-Ray Vision,501-5000,"3,500",Rare,"6,000", https://www.dndbeyond.com/magic-items/ring-of-x-ray-vision,Rings,2000-20000
Belt Of Giant Strength (Stone/Frost),5001-50000,"12,000",Very Rare,, https://www.dndbeyond.com/magic-items/belt-of-giant-strength,Wondrous Items: Waist,20000-50000
Portfolio Keeper,Varies,,Varies,, https://www.dndbeyond.com/magic-items/portfolio-keeper,Wondrous Items,Varies
Necklace of Fireballs (4 Beads),501-5000,"2,900",Rare,"1,600", https://www.dndbeyond.com/magic-items/necklace-of-fireballs,Wondrous Items: Neck,2000-20000
Cartographers Map Case,50-100,,Common,, https://www.dndbeyond.com/magic-items/cartographers-map-case,Wondrout Items,20-70
Moonblade,50001+,,Legendary,, https://www.dndbeyond.com/magic-items/moonblade,Weapons,50000-300000
Rhythm-Maker's Drum,Varies,,Varies,, https://www.dndbeyond.com/magic-items/rhythm-makers-drum,Wondrous Items,Varies
Oil Of Slipperiness,101-500,250,Uncommon,480, https://www.dndbeyond.com/magic-items/oil-of-slipperiness,Potions & Oils,100-600
Wind Fan,101-500,150,Uncommon,"1,500", https://www.dndbeyond.com/magic-items/wind-fan,Wondrous Items,100-600
Guild Keyrune (Izzet),501-5000,"1,850",Rare,, https://www.dndbeyond.com/magic-items/guild-keyrune,Wondrous Items,2000-20000
Giant Slayer (any sword or axe),501-5000,"4,600",Rare,"7,000", https://www.dndbeyond.com/magic-items/giant-slayer,Weapons,2000-20000
